LABNR,C14AGE,C14STD,C13,METHOD,MATERIAL,COUNTRY,SITE,FEATURE,FEATURE_DESC,DEPTH,LAT,LONG,PHASE,LITHICS,POTTERY,IRON,FRUIT,ZOO,CLASS,REMARK,SOURCE
Beta-314123,>43500,,,,Charcoal_wood,COD,Luki,CZ3,Pedoanthracological trench,0.7,-5.587,13.145,too old,-,-,-,Eg,,IIb,too old,Hubau et al. 2013; Hubau et al. 2015
Beta-324743,330,30,,,Charcoal_wood,COD,Kisala Singa,KS8,Pedoanthracological trench,0.15,-4.76,13.009,,-,-,-,,-,IIb,,Hubau et al. 2015
Beta-324744,850,30,,,Charcoal_wood,COD,Kisala Singa,KS8,Pedoanthracological trench,0.45,-4.76,13.009,,-,-,-,,-,IIb,,Hubau et al. 2015
Beta-324745,2360,30,,,Charcoal_wood,COD,Kisala Singa,KS8,Pedoanthracological trench,0.95,-4.76,13.009,,-,-,-,,-,IIb,,Hubau et al. 2015
Beta-324746,6050,30,,,Charcoal_wood,COD,Kisala Singa,KS8,Pedoanthracological trench,1.35,-4.76,13.009,,-,-,-,,-,IIb,,Hubau et al. 2015
Beta-324747,2220,30,,,Charcoal_wood,COD,Lukula,Lukula,layer,0.45,-5.435,12.962,,-,(indet),(slag),Eg,,IIa,wrong LabID in Hubau  et al. 2014,Hubau et al. 2014
Beta-329502,910,30,,,Charcoal_endocarp_elaeis,COD,Lukula,Lukula,layer,0.25,-5.435,12.962,,-,indet,slag,Eg,,Ib,wrong LabID in Hubau  et al. 2014,Hubau et al. 2014
Beta-329503,1190,30,,,Charcoal_endocarp_elaeis,COD,Lukula,Lukula,layer,1.05,-5.435,12.962,(MIA),-,indet,slag,Eg,,Ib,wrong LabID in Hubau  et al. 2014,Hubau et al. 2014
Beta-333282,180,30,,,Charcoal_wood,COD,Kindoki,T10 A3,Pit,0.4,-5.07,15.01,,-,indet,-,,-,Ib,,Clist 2018: 237 Tab. 18.1
Beta-333283,340,30,,,Charcoal_wood,COD,Kindoki,Tsud A'19,Layer,0.6,-5.07,15.01,,-,Kongo A/Group IV; Kongo D,-,,-,Ia,,"Clist 2018: 237 Tab. 18.1; Clist et al. 2018: 258 Tab. 19.3, 274 Tab. 19.6"
Beta-333284,310,30,,,Charcoal_wood,COD,Kindoki,Tsud A'19,Pit,0.8,-5.07,15.01,,-,Kongo A/Group IV; Kongo D,-,,-,Ia,,"Clist 2018: 237 Tab. 18.1; Clist et al. 2018: 258 Tab. 19.3, 274 Tab. 19.6"
Beta-333285,190,30,,,Charcoal_wood,COD,Kindoki,Cimetière,Burial,2,-5.07,15.01,,-,indet,-,-,,Ib,,Clist 2018: 237 Tab. 18.1
Beta-333286,250,30,,,Charcoal_wood,COD,Kindoki,Tsud,Layer,0.3,-5.07,15.01,,-,indet,-,,-,Ib,,Clist 2018: 237 Tab. 18.1
Beta-347644,120,30,,,-,COD,Ngongo Mbata,T01 A1,Layer,0.4,-5.781,15.117,,-,indet,-,,-,Ib,,Clist 2018: 238 Tab. 18.1
Beta-347645,0,,,,-,COD,Ngongo Mbata Village,T01 A1,Layer,0.4,-5.77,15.11,,-,indet,-,,-,Ib,,Clist 2018: 238 Tab. 18.1
Beta-358360,80,30,,,Carbon-based Pigment,AGO,Ndalambiri,,Rockart,,-10.95,14.68,,,,,,,Ic,,Rosina et al. 2018: 91 Tab. 1
Beta-358361,1490,30,,,Charcoal,AGO,Ndalambiri,2,Layer,,-10.95,14.68,,,,,,,Ic,,Rosina et al. 2018: 91 Tab. 1
Beta-379378,2090,30,,,Charcoal_wood,COD,Ngongo Mbata,T61 A1,Layer,0.5,-5.781,15.117,,-,(indet),-,,-,IIa,Lithics were found in other trenches; Clist suggests contamination with this material,Clist 2018: 238 Tab. 18.1
Beta-379379,330,30,,,Charcoal_wood,COD,Ngongo Mbata,T65 P'24/P'25,Pit,1.2,-5.781,15.117,,-,indet,-,,-,Ib,,Clist 2018: 238 Tab. 18.1
Beta-382528,370,30,,,Charcoal_wood,COD,Kindoki,T23,Pit,,-5.07,15.01,,-,Kongo A/Group IV; Kongo D,-,-,,Ia,,"Clist 2018: 237 Tab. 18.1; Clist et al. 2018: 258 Tab. 19.3, 274 Tab. 19.6"
Beta-428090,230,30,-29.5,AMS,Uapaca,COD,Iyonda,IYO 15/48/1-13,Furnace,0.72,-0.035,18.186,LIA,-,Botendo,slag,-,-,Ia,,Neumann et al. 2022 Tab. 1
Beta-428091,120,30,-28.1,AMS,Uapaca,COD,Iyonda,IYO 15/48/2-4,Furnace,1.08,-0.035,18.186,LIA,-,Botendo,slag,-,-,Ia,,Neumann et al. 2022 Tab. 1
Beta-441457,2040,30,-25.4,AMS,Charcoal_endocarp_elaeis,COD,Iyonda,IYO 15/2/4-57,Pit,0.65,-0.035,18.186,EIA,-,Imbonga,-,-,-,Ia,,Neumann et al. 2022 Tab. 1
Beta-441458,2110,30,-24.0,AMS,Lophira,COD,Iyonda,IYO 15/2/4-197,Pit,0.71,-0.035,18.186,EIA,-,Imbonga,-,-,-,Ia,,Neumann et al. 2022 Tab. 1
Beta-447441,410,30,-25.6,AMS,Charcoal_endocarp_elaeis,COD,Bolondo,BLD 16/5-72,Layer,0.1125,-0.306,21.253,LIA,-,Wema; Bolondo,-,-,-,Ia,,Neumann et al. 2022 Tab. 1
Beta-447442,520,30,-24.5,AMS,Charcoal_endocarp_elaeis,COD,Bolondo,BLD 16/5-76,Layer,0.139,-0.306,21.253,LIA,-,Wema,-,-,-,Ia,,Neumann et al. 2022 Tab. 1
Beta-451398,320,30,,,Charcoal_wood,COD,Ngongo Mbata,T7 A2,Pit,0.45,-5.781,15.117,,-,Kongo C/Group III,-,,-,Ia,,Clist 2018: 238 Tab. 18.1; Clist et al. 2018: 261
Beta-451399,160,30,,,Charcoal_wood,COD,Ngongo Mbata,T83 A2,Pit,1.15,-5.781,15.117,,-,Kongo A/Group IV; Kongo B/Group V,-,,-,Ia,,"Clist 2018: 238 Tab. 18.1; Clist et al. 2018: 258, 261"
Beta-453534,3530,30,,,Charcoal_wood,GAB,BGP 2,,,,-3.238,10.604,,indet,,,,,Ic,,Matoumba 2020: 7
Beta-469857,420,30,-9.4,AMS,Cenchrus americanus,COD,Bolondo,BLD 16/1-38,Layer,0.515,-0.306,21.253,LIA,-,Bolondo,-,Pg,-,Ia,,Neumann et al. 2022 Tab. 1 & 2
Beta-469858,480,30,-9.1,AMS,Cenchrus americanus,COD,Bolondo,BLD 16/1-39,Layer,0.59,-0.306,21.253,LIA,-,Bolondo,-,Pg,-,Ia,,Neumann et al. 2022 Tab. 1 & 2
Beta-471016,370,30,,,-,COG,Kingoyi,MKU3b 14/15,-,,-4.295,14.329,,-,Moubiri,-,-,,Ia,,Nikis 2018: II 35
Beta-471017,820,30,,,-,COG,Mamfulu b,MAFb-14/15,-,,-4.298,14.326,,-,indet,-,-,,Ia,,"Nikis 2018: I 141 Fig. 4.25, II 35"
Beta-471018,1010,30,,,-,COG,Kilodia,KDI-15/1,-,,-4.292,14.361,,-,indet,-,-,,Ib,,Nikis 2018: II 35
Beta-471019,1110,30,,,-,COG,Kilodia,KDI-15/2,-,,-4.292,14.361,,-,indet,-,-,,Ib,,Nikis 2018: II 35
Beta-475976,2360,30,,,-,CMR,Lom Pangar,LP/S/56,-,,5.38,13.5,,,,,,,Ic,,Clist et al. 2023
Beta-475977,330,30,,,-,CMR,Lom Pangar,LP/S/72,-,,5.38,13.5,,,,,,,Ic,,Clist et al. 2023
Beta-475978,240,30,,,-,CMR,Lom Pangar,LP/31,-,,5.38,13.5,,,,,,,Ic,,Clist et al. 2023
Beta-475979,410,30,,,-,CMR,Lom Pangar,LP/27,-,,5.38,13.5,,,,,,,Ic,,Clist et al. 2023
Beta-475980,6740,30,,,-,CMR,Lom Pangar,LP/55C,-,,5.38,13.5,,,,,,,Ic,,Clist et al. 2023
Beta-475981,2190,30,,,-,CMR,Lom Pangar,LP/S/56,-,,5.38,13.5,,,,,,,Ic,,Clist et al. 2023
Beta-498040,180,30,,,-,CMR,Lom Pangar,CCA 433,-,,5.38,13.5,,,,,,,Ic,,Clist et al. 2023
Beta-498041,200,30,,,-,CMR,Lom Pangar,CCA 445,-,,5.38,13.5,,,,,,,Ic,,Clist et al. 2023
Beta-498042,1360,30,,,-,CMR,Lom Pangar,CCA 446,-,,5.38,13.5,,,,,,,Ic,,Clist et al. 2023
Beta-498043,390,30,,,-,CMR,Lom Pangar,CRA 02,-,,5.38,13.5,,,,,,,Ic,,Clist et al. 2023
Beta-498044,1260,30,,,-,CMR,Lom Pangar,CRA 65,-,,5.38,13.5,,,,,,,Ic,,Clist et al. 2023
Beta-498045,130,30,,,-,CMR,Lom Pangar,CRA 80,-,,5.38,13.5,,,,,,,Ic,,Clist et al. 2023
Beta-498046,1010,30,,,-,CMR,Lom Pangar,CRA 82,-,,5.38,13.5,,,,,,,Ic,,Clist et al. 2023
Beta-498047,405,30,,,-,CMR,Lom Pangar,CRA 04,-,,5.38,13.5,,,,,,,Ic,,Clist et al. 2023
Beta-498048,560,30,,,-,CMR,Lom Pangar,CCA 500,-,,5.38,13.5,,,,,,,Ic,,Clist et al. 2023
Beta-498049,200,30,,,-,CMR,Lom Pangar,CCA 538,-,,5.38,13.5,,,,,,,Ic,,Clist et al. 2023
Beta-498050,145,30,,,-,CMR,Lom Pangar,CCA 555,-,,5.38,13.5,,,,,,,Ic,,Clist et al. 2023
Beta-498051,165,30,,,-,CMR,Lom Pangar,CRA 77,-,,5.38,13.5,,,,,,,Ic,,Clist et al. 2023
Beta-529832,950,30,-33.3,AMS,caryopsis_indet,COD,Iyonda,IYO 17/1-20,Colluvium,0.285,-0.035,18.186,LIA,-,mixed,-,-,-,IIa,,Neumann et al. 2022 Tab. 1
Beta-630482,1250,30,-,AMS,Charcoal_wood,COD,Esal,Tr30,Layer,0.3,-4.983,19.583,,,,,,,Ib,,Coutros et al. 2024: 6 Tab. 1
Beta-630484,122,0.46,-,AMS,Charcoal_wood,COD,Okwon,Tr11,Layer,0.1,-4.997,19.601,,,,,,,Ib,,Coutros et al. 2024: 6 Tab. 1
Beta-630485,350,30,-,AMS,Charcoal_wood,COD,Okwon,Tr11,Layer,0.3,-4.997,19.601,,,,,,,Ib,,Coutros et al. 2024: 6 Tab. 1
BM-2425,4180,160,,,-,CMR,Mbi Crater,7C,-,0.2,6.089,10.349,,-,-,-,-,,Ib,,Asombang 1998: 210
BM-2426,2770,120,,,-,CMR,Mbi Crater,7C,-,0.5,6.089,10.349,,-,-,-,-,,Ib,,Asombang 1998: 210
BM-2495,40,40,,,Charcoal,CMR,Shum Laka,"Upper Horizon of the Gray Ash Layer, sector1",-,0.05,5.859,10.078,Iron Age 2,(indet),Iron Age 2,-,Cs; Eg,,Ia,,Lavachery 1997: 175 & Fig. XI.5; Lavachery/Cornelissen 2000; Lavachery 2001: 219 Tab. 1
BM-2496,6360,100,,,Charcoal,CMR,Shum Laka,Upper Horizon of the Ochre Ash Layer,-,0.6,5.859,10.078,SMA 1,indet,-,-,Cs,,Ia,Lavachery 1997: 174 & Fig. XI.3,Asombang 1988; Lavachery 1997: 174 & Fig. XI.3; Lavachery 2001: 219 Tab. 1
Bon-599,1640,520,,,Sediment_wet,GAB,Bras mort Ogooue,-,Layer,5,0.667,12.833,-,-,-,-,-,,IIIc,"interpretation Clist: Environnement",Clist 2004/2005: Annex 2
C-580,11189,490,,,-,AGO,Mufo,-,-,,-7.517,21.417,,Tshitolian/Lupemban,-,-,-,,Ib,,Clark 1963; Cahen/Moeyersons 1977: 813 Tab. 1; de Maret et al. 1977: 491; Cahen et al. 1983: 447 Tab. 2
C-581,14503,560,,,-,AGO,Mufo,-,-,,-7.517,21.417,,Upper Lupemban,-,-,-,,Ib,14483bp?,Clark 1963; Cahen/Moeyersons 1977: 813 Tab. 1; de Maret et al. 1977: 491; Cahen et al. 1983: 447 Tab. 2
CNA-1573,1930,30,,,-,GNQ,Nanda/Corisco,-,-,,0.917,9.317,,-,Oveng,-,-,,Ia,,Sánchez-Elipe et al. 2016: 352 Tab. 2
CNA-1574,985,30,,,-,GNQ,Ulato/Corisco,-,-,,0.917,9.317,,-,Angondjé,-,-,,Ia,,Sánchez-Elipe et al. 2016: 353 Tab. 2
Crg-862,570,50,,,-,COG,Tsabouka,-,Furnace,-,-4.261,14.428,,-,-,slag,-,,Ib,,Pincon 1991a: 249 Tab. 1; Dupre/Pincon 1997: 47 Tab
Crg-865,750,70,,,-,COG,Tsabouka,-,Furnace,-,-4.261,14.428,,-,-,slag,-,,Ib,,Pincon 1991a: 249 Tab. 1
CSIC-96,1170,60,,,-,GNQ,Carboneras,-,-,0.5,3.75,8.75,,-,Carboneras,-,-,,Ia,,Clist 1998: 215 Tab. 1;  Garcin et al. 2018; Clist/de Maret 2021: 8 Tab. 1
CSIC-97,470,60,,,-,GNQ,Carboneras,-,-,0.1,3.75,8.75,,-,Buela; Bolaopi,-,-,,Ia,,Clist 1998: 215 Tab. 1;  Garcin et al. 2018; Clist/de Maret 2021: 8 Tab. 1
CSIC-98,1450,50,,,,GNQ,Carboneras,,,,3.75,8.75,,,Carboneras,,,,Ia,,"Sánchez-Elipe 2015: 183f, 184 Tab. 6.4, Clist/de Maret 2021: 8 Tab. 1"
CSIC-99,1250,60,,,-,GNQ,Carboneras,-,-,0.9,3.75,8.75,,-,Carboneras,-,-,,Ia,,Clist 1998: 215 Tab. 1;  Garcin et al. 2018; Clist/de Maret 2021: 8 Tab. 1
CSIC-100,1300,60,,,-,GNQ,Carboneras,-,-,1.1,3.75,8.75,,-,Carboneras,-,-,,Ia,,Clist 1998: 215 Tab. 1;  Garcin et al. 2018; Clist/de Maret 2021: 8 Tab. 1
CSIC-101,1480,50,,,,GNQ,Carboneras,,,,3.75,8.75,,,Carboneras,,,,Ia,,"Sánchez-Elipe 2015: 183f, 184 Tab. 6.4, Clist/de Maret 2021: 8 Tab. 1"
CSIC-102,1390,60,,,-,GNQ,Carboneras,-,-,1.3,3.75,8.75,,-,Carboneras,-,-,,Ia,,Clist 1998: 215 Tab. 1;  Garcin et al. 2018; Clist/de Maret 2021: 8 Tab. 1
CSIC-103,1360,60,,,-,GNQ,Carboneras,-,-,1.45,3.75,8.75,,-,Carboneras,-,-,,Ia,,Clist 1998: 215 Tab. 1;  Garcin et al. 2018; Clist/de Maret 2021: 8 Tab. 1
CSIC-139,1290,60,,,-,GNQ,Carboneras,-,-,0.7,3.75,8.75,,-,Carboneras,-,-,,Ia,,Clist 1998: 215 Tab. 1;  Garcin et al. 2018; Clist/de Maret 2021: 8 Tab. 1
D-AMS-27051,170,21,,AMS,Charcoal_wood,CAF,Carrieres,CA2,slag mound,1.5,3.775,17.503,,-,indet,"slag, tuyère",-,,Ib,,Schmitt et al. 2019: 63 Tab. 1
D-AMS-27052,101,21,,AMS,Charcoal_wood,CAF,Carrieres,CA3,slag mound,0.65,3.773,17.505,,-,-,slag,,-,Ib,,Schmitt et al. 2019: 63 Tab. 1
D-AMS-27053,225,23,,AMS,Charcoal_wood,CAF,Lebe,LE1,slag mound,0.3,3.762,17.515,,-,indet,"slag, tuyère",-,,Ib,,Schmitt et al. 2019: 63 Tab. 1
D-AMS-27054,1898,27,,AMS,Charcoal_wood,CAF,Lebe,LE2,slag mound,0.17,3.763,17.516,,-,indet,"slag, tuyère",-,,Ib,,Schmitt et al. 2019: 63 Tab. 1
D-AMS-27055,348,25,,AMS,Charcoal_wood,CAF,Lebe,LE3,slag mound,-,3.765,17.514,,-,indet,"slag, tuyère",,-,Ib,,Schmitt et al. 2019: 63 Tab. 1
D-AMS-27056,347,23,,AMS,Charcoal_wood,CAF,Lebe,LE3,slag mound,-,3.765,17.514,,-,indet,"slag, tuyère",,-,Ib,,Schmitt et al. 2019: 63 Tab. 1
D-AMS-27057,782,22,,AMS,Charcoal_wood,CAF,Lebe,LE4,slag mound,-,3.79,17.512,,-,indet,"slag, tuyère",,-,Ib,,Schmitt et al. 2019: 63 Tab. 1
D-AMS-27058,356,24,,AMS,Charcoal_wood,CAF,Lebe,LE5,slag mound,-,3.764,17.515,,-,indet,"slag, tuyère",,-,Ib,,Schmitt et al. 2019: 63 Tab. 1
D-AMS-27059,252,23,,AMS,Charcoal_wood,CAF,Lebe,LE5,slag mound,-,3.764,17.515,,-,indet,"slag, tuyère",,-,Ib,,Schmitt et al. 2019: 63 Tab. 1
D-AMS-27060,246,23,,AMS,Charcoal_wood,CAF,Lebe,LE6,slag mound,,3.764,17.515,,-,indet,slag,-,,Ib,,Schmitt et al. 2019: 63 Tab. 1
D-AMS-27061,102,24,,AMS,Charcoal_wood,CAF,Lebe,LE7,slag mound,,3.761,17.515,,-,indet,slag,-,,Ib,,Schmitt et al. 2019: 63 Tab. 1
D-AMS-27062,1144,27,,AMS,Charcoal_wood,CAF,Moloukou,MO7,slag mound,,3.74,17.518,,-,indet,slag,-,,Ib,,Schmitt et al. 2019: 63 Tab. 1
D-AMS-27063,1146,26,,AMS,Charcoal_wood,CAF,Moloukou,MO9,slag mound,0.2,3.738,17.507,,-,-,"slag, tuyère",-,,Ib,,Schmitt et al. 2019: 63 Tab. 1
D-AMS-27064,1875,27,,AMS,Charcoal_wood,CAF,Moloukou,MO9,trench,0.36,3.738,17.507,,-,-,-,,-,IIb,"beneath the slag mound, no archaeological context",Schmitt et al. 2019: 63 Tab. 1
D-AMS-27065,175,23,,AMS,Charcoal_wood,CAF,Moloukou,MO6,trench,,3.739,17.516,,-,indet,-,-,,Ib,,Schmitt et al. 2019: 63 Tab. 1
D-AMS-27066,1907,34,,AMS,Charcoal_wood,CAF,Moloukou,MO8,trench,,3.738,17.508,,-,indet,-,-,,Ib,,Schmitt et al. 2019: 63 Tab. 1
D-AMS-27067,4880,28,,AMS,,CAF,Nangara-Komba,,,0.46,4.975,15.7,,,,,,,Ib,,Lupo et al. 2021: 4
D-AMS-27068,170,22,,AMS,,CAF,Nangara-Komba,,,0.6,4.975,15.7,,,,,,,Ib,,Lupo et al. 2021: 4
D-AMS-27079,1657,26,,AMS,,CAF,Nangara-Komba,,,0.35,4.975,15.7,,,,,,,Ib,,Lupo et al. 2021: 4
D-AMS-27780,1508,23,,AMS,-,CAF,Moloukou,MO11,trench,0.64,3.726,17.506,,-,-,-,,-,IIb,no archaeological context,Schmitt et al. 2019: 63 Tab. 1
D-AMS-27781,326,23,,AMS,Charcoal_wood,CAF,Lebe,LE5,slag mound,-,3.764,17.515,,-,indet,"slag, tuyère",,-,Ib,,Schmitt et al. 2019: 63 Tab. 1
D-AMS-27782,325,23,,AMS,Charcoal_wood,CAF,Lebe,LE2,slag mound,0.26,3.763,17.516,,-,indet,"slag, tuyère",-,,Ib,,Schmitt et al. 2019: 63 Tab. 1
D-AMS-32079,488,38,,AMS,,CAF,Nangara-Komba,141,,,4.975,15.7,,,,,,,Ib,,Lupo et al. 2021: 10 Tab. 1
D-AMS-32080,276,20,,AMS,Charcoal_wood,CAF,Nangara-Komba,West block 144 III (4),,0.35,4.975,15.7,,indet,indet,,,,Ib,,Lupo et al. 2021: 10 Tab. 1
D-AMS-32081,157,26,,AMS,Charcoal_wood,CAF,Nangara-Komba,Main block 121-1 III (5),,0.27,4.975,15.7,,indet,indet,,,,Ib,,Lupo et al. 2021: 10 Tab. 1
D-AMS-32082,6072,34,,AMS,Charcoal_wood,CAF,Nangara-Komba,Main block 123 I (5),,0.6,4.975,15.7,,indet,,,,,Ib,,Lupo et al. 2021: 10 Tab. 1
D-AMS-32083,811,25,,AMS,Charcoal_endocarp_canarium,CAF,Nangara-Komba,West block 143 IV (4),,0.19,4.975,15.7,,indet,indet,,,,Ib,,Lupo et al. 2021: 10 Tab. 1
D-AMS-32084,2991,31,,AMS,Charcoal_endocarp_canarium,CAF,Nangara-Komba,West block 145 II (4),,0.54,4.975,15.7,,indet,indet,,,,Ib,,Lupo et al. 2021: 10 Tab. 1
D-AMS-32085,5019,38,,AMS,Charcoal_endocarp_canarium,CAF,Nangara-Komba,West block 94-1 I (4),,0.75,4.975,15.7,,indet,,,,,Ib,,Lupo et al. 2021: 10 Tab. 1
D-AMS-32086,5824,36,,AMS,Charcoal_endocarp_canarium,CAF,Nangara-Komba,West block 96-1 I (4),,0.95,4.975,15.7,,indet,,,,,Ib,,Lupo et al. 2021: 10 Tab. 1
D-AMS-32087,112,24,,AMS,Charcoal_endocarp_canarium,CAF,Nangara-Komba,Main block 118-1 IV (5),,0.16,4.975,15.7,,indet,indet,,,,Ib,,Lupo et al. 2021: 10 Tab. 1
D-AMS-32088,3082,37,,AMS,Charcoal_endocarp_canarium,CAF,Nangara-Komba,Main block 125-1 II (5),,0.44,4.975,15.7,,indet,indet,,,,Ib,,Lupo et al. 2021: 10 Tab. 1
D-AMS-32089,2484,33,,AMS,Charcoal_endocarp_canarium,CAF,Nangara-Komba,Main block 127-1 I-II (5)c,,0.465,4.975,15.7,,indet,indet,,,,Ib,,Lupo et al. 2021: 10 Tab. 1
D-AMS-32090,6099,34,,AMS,Charcoal_endocarp_canarium,CAF,Nangara-Komba,Main block 137-1 I (5),,0.75,4.975,15.7,,indet,,,,,Ib,,Lupo et al. 2021: 10 Tab. 1
D-AMS-32718,3049,41,,AMS,Charcoal_wood,CAF,Nangara-Komba,Main block 150 I-II (2)c,,0.52,4.975,15.7,,indet,indet,,,,Ib,,Lupo et al. 2021: 10 Tab. 1
D-AMS-37357,1736,24,,AMS,Charcoal_endocarp_canarium,CAF,Nangara-Komba,5 (N-K II),,0.25,4.975,15.7,,,,slag; tuyère,,,Ib,,Lupo et al. 2021: 10 Tab. 1
D-AMS-37358,2409,28,,AMS,Charcoal_wood,CAF,Nangara-Komba,Main block 191 Fea. 1 (8),,0.52,4.975,15.7,,indet,indet,,Cs,,Ib,,Lupo et al. 2021: 10 Tab. 1
D-AMS-37359,2830,26,,AMS,Charcoal_endocarp_canarium,CAF,Nangara-Komba,Main block 269 Fea. 2 (8),,0.32,4.975,15.7,,indet,indet,,Cs,,Ib,,Lupo et al. 2021: 10 Tab. 1
D-AMS-37361,2351,28,,AMS,Charcoal_wood,CAF,Nangara-Komba,Main block 241 Fea. 1 (8),,0.6,4.975,15.7,,indet,indet,,Cs,,Ib,,Lupo et al. 2021: 10 Tab. 1
D-AMS-37362,6084,31,,AMS,Charcoal_wood,CAF,Nangara-Komba,Main block 189 I (7),,0.63,4.975,15.7,,indet,,,,,Ib,,Lupo et al. 2021: 10 Tab. 1
D-AMS-37363,1508,23,,AMS,Charcoal_wood,CAF,Nangara-Komba,Main block 188 II/III (7),,0.38,4.975,15.7,,indet,indet,,,,Ib,,Lupo et al. 2021: 10 Tab. 1
D-AMS-37364,4963,28,,AMS,Charcoal_wood,CAF,Nangara-Komba,West block 235 I (9),,0.69,4.975,15.7,,indet,,,,,Ib,,Lupo et al. 2021: 10 Tab. 1
D-AMS-37365,5750,31,,AMS,Charcoal_wood,CAF,Nangara-Komba,West block 231 I (9),,0.9,4.975,15.7,,indet,,,,,Ib,,Lupo et al. 2021: 10 Tab. 1
D-AMS-37366,3645,30,,AMS,Charcoal_endocarp_canarium,CAF,Nangara-Komba,250 (PU1),,1.8,4.975,15.7,,,,,,,Ib,,Lupo et al. 2021: 10 Tab. 1
D-AMS-45991,1659,21,,AMS,,CAF,Nola,Cemetery 1,,,3.525,16.069,,,,slag,,,Ib,,Schmitt et al. 2023: 4 Tab. 1
D-AMS-45992,561,21,,AMS,,CAF,Kadéi,,,,3.522,16.041,,,indet,,,,Ib,,Schmitt et al. 2023: 4 Tab. 1
D-AMS-45993,2551,21,,AMS,,CAF,Namboui 2,,,,3.526,16.041,,,,slag,,,Ib,,Schmitt et al. 2023: 5 Tab. 1
D-AMS-45994,1695,24,,AMS,,CAF,Monkamboht 2,,,,3.527,16.062,,,,slag,,,Ib,,Schmitt et al. 2023: 5 Tab. 1
Erl-9176,2326,86,,,Charcoal_seed_Pennisetum glaucum,CMR,Bwambé-Sommet (Est),BWS 04/2 (F33),-,,2.894,9.904,,-,Malongo/Bissiang; Bwambé/Mpoengu,-,Pg,,Ia,,Eggert et al. 2006: 283; Kahlheber et al. 2014: 500 Tab. 4; Eggert/Seidensticker 2016:79 Tab. 4.2
Erl-9177,2305,44,,,Charcoal_endocarp_elaeis,CMR,Bwambé-Sommet (Est),BWS 04/2 (F33),-,,2.894,9.904,,-,Malongo/Bissiang; Bwambé/Mpoengu,-,Pg,,Ia,,Eggert et al. 2006: 283; Kahlheber et al. 2014: 500 Tab. 4; Eggert/Seidensticker 2016:79 Tab. 4.2
Erl-12252,270,40,,,-,CMR,Bagofit,BGF 08/1,Pit,,3.392,13.855,,-,indet,-,-,,Ib,,Meyer et al. 2009; Garcin et al. 2018
Erl-12253,1920,40,,,-,CMR,Bagofit,BGF 08/6,Furnace,,3.392,13.855,,-,-,slag,-,,Ib,,Meyer et al. 2009; Garcin et al. 2018
Erl-12254,2560,40,,,-,CMR,Bagofit,BGF 08/9,Pit,,3.392,13.855,,-,indet,-,-,,Ib,,Meyer et al. 2009; Garcin et al. 2018
Erl-12255,2180,40,,,-,CMR,Mintyaminyoumin,MNT 08/2,Pit,,3.02,12.025,,-,indet,-,Pg,,Ib,,Kahlheber et al. 2014: 500 Tab. 4; Garcin et al. 2018
Erl-12256,2210,40,,,-,CMR,Mintyaminyoumin,MNT 08/2,Pit,,3.02,12.025,,-,indet,-,Pg,,Ib,,Kahlheber et al. 2014: 500 Tab. 4; Garcin et al. 2018
Erl-12257,1760,40,,,-,CMR,Mampang,MPG 08/6,Layer,,3.582,13.124,,-,indet,slag,-,,Ib,,Meyer et al. 2009; Garcin et al. 2018
Erl-12258,1760,40,,,-,CMR,Mampang,MPG 08/8,Pit,,3.582,13.124,,-,indet,slag,-,,Ib,,Meyer et al. 2009; Garcin et al. 2018
Erl-12259,1886,38,-24.4,,Charcoal,CMR,Nkpwala-Esse,NKP 08/10,Pit,,2.97,12.069,,-,indet,-,-,,Ib,,Meyer et al. 2009
Erl-12260,1896,38,-24.9,,Charcoal_endocarp_elaeis,CMR,Nkpwala-Esse,NKP 08/10,Pit,,2.97,12.069,,-,indet,-,-,,Ib,,Meyer et al. 2009
Erl-12261,1905,39,-26.4,,Charcoal,CMR,Nkpwala-Esse,NKP 08/6,Furnace,,2.97,12.069,,-,-,slag,-,,Ib,,Meyer et al. 2009
Erl-12262,1953,38,-25.7,,Charcoal,CMR,Nkpwala-Esse,NKP 08/8,Furnace,,2.97,12.069,,-,-,slag,-,,Ib,,Meyer et al. 2009
Erl-12263,1933,39,-24.2,,Charcoal,CMR,Nkpwala-Esse,NKP 08/4,Pit,,2.97,12.069,,-,indet,-,-,,Ib,,Meyer et al. 2009
Erl-12264,1960,39,-27.6,,Charcoal,CMR,Mouanko-Lobethal,LBT 99/2,-,,3.642,9.782,,-,Campo,slag?,-,,Ia,,Meister 2010: 241; Eggert/Seidensticker 2016:81 Tab. 4.2
Erl-14116,831,46,,,Charcoal,CMR,Mouanko-Lobethal,LBT 98/9,Burial,-,3.642,9.782,,-,(Bidjouka),object,-,,IIa,,Eggert/Seidensticker 2016:81 Tab. 4.2
Erl-14118,2300,50,,,-,CMR,Mintyaminyoumin,MNT 08/1,Pit,,3.02,12.025,,-,indet,-,Pg,,Ib,,Kahlheber et al. 2014: 500 Tab. 4; Garcin et al. 2018
Erl-17763,2201,52,-9.2,,Charcoal_seed_Pennisetum glaucum,COD,Boso-Njafo,BSN 85/1,-,,1.131,19.21,,-,Imbonga,-,-,,Ia,,Kahlheber et al. 2014: 500 Tab. 4
Gif-?1,1280,80,,,Charcoal,CMR,Bankouop,-,-,-,5.633,10.583,,-,-,-,-,,IIb,disputed; no context,Holl 1991: 194f. Tab. 1; Garcin et al. 2018
